Date,Open,High,Low,Close,Volume,Adj Close
2011-10-03,112.49,113.95,109.81,109.93,365136800,105.83
2011-09-30,114.45,115.45,113.07,113.15,288392300,108.93
2011-09-29,117.05,117.63,113.93,116.05,298108900,111.73
2011-09-28,117.78,118.49,114.97,115.14,286696800,110.85
2011-09-27,118.53,119.56,116.84,117.54,311753900,113.16
2011-09-26,114.61,116.40,112.98,116.24,260673700,111.91
2011-09-23,112.11,114.16,112.02,113.54,307242500,109.31
2011-09-22,113.25,114.21,111.30,112.86,513911300,108.66
2011-09-21,120.23,120.60,116.44,116.63,316251300,112.28
2011-09-20,120.82,121.99,120.01,120.17,218932200,115.69
2011-09-19,119.53,120.93,118.72,120.31,241517000,115.83
2011-09-16,121.29,121.97,120.32,121.52,284528300,116.99
2011-09-15,120.65,121.47,119.40,121.43,326777200,116.30
2011-09-14,118.34,120.80,116.72,119.37,319389500,114.33
2011-09-13,117.05,118.18,116.22,117.74,272514700,112.77
2011-09-12,114.47,116.76,114.05,116.67,305793500,111.75
2011-09-09,117.68,119.06,115.28,115.92,380195100,111.03
2011-09-08,119.57,120.94,118.77,119.04,250568200,114.01
2011-09-07,118.76,120.34,118.36,120.29,209803200,115.21
2011-09-06,114.39,117.16,114.38,116.99,285130500,112.05
2011-09-02,118.42,120.87,117.43,117.85,255517200,112.88
2011-09-01,122.29,123.40,120.78,120.94,254585900,115.83
2011-08-31,122.46,123.51,121.30,122.22,301828400,117.06
2011-08-30,120.83,122.43,119.26,121.68,241315700,116.54
2011-08-29,119.56,121.43,118.06,121.36,190977200,116.24
2011-08-26,115.69,118.51,113.85,117.97,314495900,112.99
2011-08-25,118.73,119.40,115.87,116.28,312365400,111.37
2011-08-24,116.19,118.24,115.92,118.08,246869700,113.10
2011-08-23,113.15,116.57,112.58,116.44,331136600,111.52
2011-08-22,115.17,115.23,112.41,112.73,275090600,107.97
2011-08-19,112.96,115.88,112.50,112.64,428281300,107.89
2011-08-18,116.50,119.71,113.39,114.51,512956300,109.68
2011-08-17,120.25,121.20,118.72,119.67,238201100,114.62
2011-08-16,119.47,120.69,118.31,119.59,294095200,114.54
2011-08-15,119.19,120.74,119.00,120.62,258810600,115.53
2011-08-12,118.40,119.21,117.28,118.12,313731600,113.13
2011-08-11,113.26,118.92,112.32,117.33,487979700,112.38
2011-08-10,115.26,116.28,111.95,112.29,662607400,107.55
2011-08-09,114.07,117.64,110.27,117.48,717828700,112.52
2011-08-08,116.91,120.12,112.02,112.26,702263900,107.52
2011-08-05,121.76,122.07,116.86,120.08,655619200,115.01
2011-08-04,124.42,124.62,120.06,120.26,520721800,115.18
2011-08-03,125.66,126.31,123.53,126.17,370830800,120.84
2011-08-02,127.81,128.50,125.49,125.49,346653800,120.19
2011-08-01,130.84,130.96,127.53,128.78,325790900,123.34
2011-07-29,128.91,130.55,127.97,129.33,307038400,123.87
2011-07-28,130.60,131.77,130.01,130.22,207939900,124.72
2011-07-27,132.59,132.63,130.43,130.60,249020100,125.09
2011-07-26,133.74,133.96,133.03,133.33,131278200,127.70
2011-07-25,133.30,134.49,133.16,133.83,136653800,128.18
2011-07-22,134.52,134.72,133.76,134.58,126019400,128.90
2011-07-21,133.40,134.82,132.67,134.49,245246300,128.81
2011-07-20,133.07,133.15,132.42,132.65,137145400,127.05
2011-07-19,131.34,132.89,131.31,132.73,166554900,127.13
2011-07-18,131.08,131.28,129.63,130.61,196872100,125.10
2011-07-15,131.66,131.87,130.77,131.69,220012800,126.13
2011-07-14,132.17,132.78,130.68,130.93,226111800,125.40
2011-07-13,132.09,133.22,131.52,131.84,204062600,126.27
2011-07-12,131.69,132.78,131.36,131.40,214675700,125.85
2011-07-11,132.75,133.18,131.66,131.97,195918600,126.40
2011-07-08,133.83,135.36,133.39,134.40,194171500,128.73
2011-07-07,135.16,135.70,134.88,135.36,170464200,129.65
2011-07-06,133.49,134.14,133.11,133.97,143331600,128.31
2011-07-05,133.78,134.08,133.39,133.81,165936000,128.16
2011-07-01,132.09,134.10,131.78,133.92,202385700,128.27
2011-06-30,131.14,132.18,130.71,131.97,223496600,126.40
2011-06-29,130.20,130.93,129.63,130.72,244295500,125.20
2011-06-28,128.45,129.63,128.27,129.61,165556300,124.14
2011-06-27,126.89,128.43,126.64,127.94,168904700,122.54
2011-06-24,128.27,128.37,126.62,126.81,226129300,121.46
2011-06-23,127.16,128.64,126.19,128.30,334286500,122.88
2011-06-22,129.05,129.81,128.59,128.67,176703000,123.24
2011-06-21,128.36,129.70,127.75,129.45,193157300,123.99
2011-06-20,126.62,127.97,126.58,127.70,159479000,122.31
2011-06-17,127.93,127.94,126.62,127.05,233284900,121.69
2011-06-16,127.06,127.97,126.32,127.30,308032800,121.32
2011-06-15,128.24,129.30,126.68,127.02,300958000,121.06
2011-06-14,128.87,129.77,128.82,129.32,160570400,123.25
2011-06-13,127.89,128.24,127.05,127.70,207599800,121.71
2011-06-10,128.85,128.93,127.26,127.60,238629400,121.61
2011-06-09,128.77,129.93,128.46,129.40,160964400,123.33
2011-06-08,128.76,129.19,128.18,128.42,198696400,122.39
2011-06-07,129.70,130.07,128.85,128.96,161660500,122.91
2011-06-06,130.09,130.36,128.87,129.04,179951200,122.98
2011-06-03,130.15,131.42,130.08,130.42,234690200,124.30
2011-06-02,131.96,132.24,130.96,131.73,200466800,125.55
2011-06-01,134.51,134.92,131.76,131.87,233094300,125.68
2011-05-31,134.77,134.92,133.84,134.90,164731200,128.57
2011-05-27,133.37,133.87,132.96,133.51,120921900,127.24
2011-05-26,132.03,133.24,131.78,133.00,164850000,126.76
2011-05-25,132.39,132.94,131.38,132.39,151050100,126.18
2011-05-24,132.44,132.73,131.70,131.95,147199600,125.76
2011-05-23,131.98,132.72,131.59,132.06,168700000,125.86
2011-05-20,134.33,134.68,133.36,133.61,182594900,127.34
2011-05-19,134.80,135.03,133.94,134.68,119489500,128.36
2011-05-18,133.24,134.50,132.95,134.36,135217900,128.05
2011-05-17,132.69,133.35,132.12,133.17,192686200,126.92
2011-05-16,133.56,134.61,132.97,133.19,141675400,126.94
2011-05-13,135.15,135.34,133.56,134.04,157444900,127.75
2011-05-12,134.08,135.36,133.39,135.08,171550700,128.74
2011-05-11,135.67,135.69,133.82,134.44,193564200,128.13
2011-05-10,135.17,136.11,135.00,135.87,114806900,129.49
2011-05-09,134.19,135.11,133.98,134.72,114104500,128.40
2011-05-06,134.94,135.63,133.68,134.20,222787200,127.90
2011-05-05,134.08,134.95,133.02,133.61,226900000,127.34
2011-05-04,135.67,135.73,134.23,134.83,182678500,128.50
2011-05-03,135.96,136.19,135.04,135.73,138375000,129.36
2011-05-02,137.07,137.18,135.95,136.22,126278700,129.83
2011-04-29,136.16,136.57,135.98,136.43,115094100,130.03
2011-04-28,135.43,136.29,135.41,136.11,124791100,129.72
2011-04-27,135.05,135.87,134.50,135.67,143031000,129.30
2011-04-26,134.05,135.06,133.91,134.79,146600000,128.46
2011-04-25,133.68,133.86,133.20,133.64,65757100,127.37
2011-04-21,133.79,133.84,133.10,133.78,135935400,127.50
2011-04-20,132.88,133.39,132.79,133.10,156133800,126.85
2011-04-19,130.76,131.35,130.44,131.31,124258800,125.15
2011-04-18,130.59,132.03,129.51,130.56,210759300,124.43
2011-04-15,131.80,132.37,131.41,132.04,170006700,125.84
2011-04-14,130.70,131.76,130.27,131.56,161220400,125.38
2011-04-13,132.08,132.18,130.96,131.46,162059000,125.29
2011-04-12,131.72,131.98,130.99,131.47,161187400,125.30
2011-04-11,133.00,133.45,132.14,132.46,121385400,126.24
2011-04-08,133.91,133.99,132.31,132.86,147945400,126.62
2011-04-07,133.42,133.98,132.66,133.32,170731500,127.06
2011-04-06,133.88,134.00,133.12,133.66,120411600,127.39
2011-04-05,133.00,133.83,132.94,133.24,120966600,126.99
2011-04-04,133.43,133.67,132.88,133.26,100768900,127.01
2011-04-01,133.41,133.77,132.83,133.15,153850100,126.90
2011-03-31,132.60,132.96,132.45,132.59,132537100,126.37
2011-03-30,132.55,133.16,132.36,132.77,135835000,126.54
2011-03-29,130.87,131.90,130.44,131.86,129798800,125.67
2011-03-28,131.58,131.92,130.94,130.98,109762400,124.83
2011-03-25,131.24,131.87,130.89,131.30,155642800,125.14
2011-03-24,130.40,131.09,129.67,130.90,159129800,124.76
2011-03-23,128.93,130.00,128.32,129.66,148603100,123.57
2011-03-22,129.72,129.89,129.17,129.29,129538600,123.22
2011-03-21,129.35,130.01,129.20,129.74,153992600,123.65
2011-03-18,128.84,128.88,127.51,127.76,230435400,121.76
2011-03-17,128.00,128.39,127.10,127.85,254303700,121.32
2011-03-16,128.15,128.57,125.28,126.18,468670300,119.74
2011-03-15,126.59,129.33,126.50,128.56,359585400,122.00
2011-03-14,129.99,130.48,129.06,130.05,234974100,123.41
2011-03-11,129.52,131.31,129.49,130.84,225621800,124.16
2011-03-10,131.00,131.18,129.81,129.94,301291800,123.31
2011-03-09,132.32,132.80,131.60,132.39,153806000,125.63
2011-03-08,131.64,133.00,131.07,132.58,174615000,125.81
2011-03-07,132.86,133.16,130.74,131.43,216790400,124.72
2011-03-04,133.37,133.63,131.60,132.47,277202300,125.71
2011-03-03,132.40,133.62,132.39,133.47,176480100,126.65
2011-03-02,130.75,131.82,130.35,131.21,200277400,124.51
2011-03-01,133.57,133.69,130.89,130.93,258565500,124.24
2011-02-28,132.82,133.32,132.38,133.15,141585500,126.35
2011-02-25,131.48,132.41,131.40,132.33,141686900,125.57
2011-02-24,130.88,131.44,129.70,130.93,260431400,124.24
2011-02-23,131.75,132.07,130.21,131.02,227584000,124.33
2011-02-22,133.12,134.56,131.47,131.83,233116400,125.10
2011-02-18,134.37,134.69,134.06,134.53,130002400,127.66
2011-02-17,133.46,134.43,133.34,134.25,109810500,127.40
2011-02-16,133.46,134.01,133.19,133.85,130183500,127.02
2011-02-15,133.02,133.22,132.32,133.01,119575400,126.22
2011-02-14,133.03,133.54,132.88,133.43,101690700,126.62
2011-02-11,131.80,133.28,131.77,133.11,137710300,126.31
2011-02-10,131.60,132.47,131.30,132.32,162708500,125.56
2011-02-09,132.21,132.63,131.61,132.27,146436700,125.52
2011-02-08,132.09,132.64,131.73,132.57,99072800,125.80
2011-02-07,131.44,132.40,131.43,131.97,112439100,125.23
2011-02-04,130.83,131.20,130.23,131.15,134634800,124.45
2011-02-03,130.26,130.98,129.57,130.78,145886700,124.10
2011-02-02,130.40,130.84,130.33,130.49,118323600,123.83
2011-02-01,129.46,130.97,129.38,130.74,166962200,124.06
2011-01-31,128.07,128.78,127.75,128.68,149249200,122.11
2011-01-28,130.14,130.35,127.51,127.72,295637300,121.20
2011-01-27,129.70,130.21,129.47,129.99,123302700,123.35
2011-01-26,129.49,130.05,129.23,129.67,141281500,123.05
2011-01-25,128.76,129.28,128.11,129.17,167552200,122.57
2011-01-24,128.29,129.25,128.26,129.10,113715500,122.51
2011-01-21,128.88,129.17,128.23,128.37,151462900,121.82
2011-01-20,127.96,128.40,127.13,128.08,175745700,121.54
2011-01-19,129.41,129.54,127.91,128.25,151958400,121.70
2011-01-18,129.18,129.64,129.03,129.52,114401300,122.91
2011-01-14,128.19,129.33,128.10,129.30,117677900,122.70
2011-01-13,128.63,128.69,128.05,128.37,129048400,121.82
2011-01-12,128.21,128.72,127.46,128.58,107929200,122.01
2011-01-11,127.44,127.74,126.95,127.43,110287000,120.92
2011-01-10,126.58,127.16,126.20,126.98,122401700,120.50
2011-01-07,127.56,127.77,126.15,127.14,156034600,120.65
2011-01-06,127.69,127.83,127.01,127.39,122519000,120.89
2011-01-05,126.58,127.72,126.46,127.64,133975300,121.12
2011-01-04,127.33,127.37,126.19,126.98,137409700,120.50
2011-01-03,126.71,127.60,125.70,127.05,138725200,120.56
2010-12-31,125.53,125.87,125.33,125.75,91218900,119.33
2010-12-30,125.80,126.13,125.53,125.72,76616900,119.30
2010-12-29,125.98,126.20,125.90,125.92,58033100,119.49
2010-12-28,125.90,125.95,125.50,125.83,55309100,119.41
2010-12-27,125.13,125.77,125.04,125.65,58126000,119.23
2010-12-23,125.64,125.78,125.29,125.60,70053700,119.19
2010-12-22,125.48,125.82,125.41,125.78,78878100,119.36
2010-12-21,124.99,125.47,124.87,125.39,94965500,118.99
2010-12-20,124.64,124.90,123.98,124.60,119085500,118.24
2010-12-17,124.08,124.46,123.82,124.30,141075300,117.95
2010-12-16,124.18,124.91,123.75,124.82,185035200,117.83
2010-12-15,124.44,124.93,123.89,124.10,160823100,117.15
2010-12-14,124.75,125.23,124.29,124.67,147249600,117.69
2010-12-13,125.05,125.20,124.52,124.56,133812700,117.58
2010-12-10,124.14,124.60,123.73,124.48,117571700,117.51
2010-12-09,123.97,124.02,123.15,123.76,123705100,116.83
2010-12-08,122.98,123.38,122.41,123.28,138019200,116.37
2010-12-07,123.94,124.01,122.76,122.83,206581000,115.95
2010-12-06,122.63,123.04,122.50,122.76,103050500,115.88
2010-12-03,122.14,123.03,122.11,122.89,151288900,116.01
2010-12-02,121.20,122.65,121.13,122.56,191213600,115.69
2010-12-01,120.20,121.24,120.19,121.01,221037200,114.23
2010-11-30,117.98,119.17,117.81,118.49,233930700,111.85
2010-11-29,118.50,119.48,117.74,119.16,223642300,112.48
2010-11-26,119.16,119.81,118.80,118.80,75977600,112.14
2010-11-24,119.20,120.23,119.18,120.20,140046100,113.47
2010-11-23,118.77,119.02,117.99,118.45,222309000,111.81
2010-11-22,119.69,120.24,118.77,120.19,181361000,113.46
2010-11-19,119.90,120.34,119.25,120.29,156852900,113.55
2010-11-18,119.36,120.39,119.35,119.96,197723700,113.24
2010-11-17,118.21,118.71,117.86,118.22,172308900,111.60
2010-11-16,119.29,119.49,117.59,118.16,299566200,111.54
2010-11-15,120.58,121.05,119.98,120.03,163940800,113.31
2010-11-12,120.82,121.35,119.65,120.20,239068800,113.47
2010-11-11,121.05,121.82,120.68,121.64,158017600,114.83
2010-11-10,121.58,122.16,120.66,122.10,221387400,115.26
2010-11-09,122.82,122.95,121.12,121.61,186621600,114.80
2010-11-08,122.34,122.69,121.94,122.49,156107100,115.63
2010-11-05,122.34,122.92,122.18,122.72,180654100,115.84
2010-11-04,121.28,122.32,119.97,122.26,215039400,115.41
2010-11-03,119.68,120.02,118.45,119.95,226702800,113.23
2010-11-02,119.42,119.75,119.10,119.47,158345900,112.78
2010-11-01,119.07,119.75,117.85,118.53,174074800,111.89
2010-10-29,118.28,118.72,118.07,118.49,144305500,111.85
2010-10-28,119.06,119.11,117.83,118.40,168576000,111.77
2010-10-27,117.89,118.51,117.26,118.38,190024000,111.75
2010-10-26,118.10,118.84,117.87,118.72,158982900,112.07
2010-10-25,119.14,119.76,118.61,118.70,151145700,112.05
2010-10-22,118.31,118.53,118.00,118.35,108212400,111.72
2010-10-21,118.40,119.09,117.21,118.13,221585500,111.51
2010-10-20,116.94,118.44,116.87,117.87,200051800,111.27
2010-10-19,117.19,117.85,116.02,116.73,280604700,110.19
2010-10-18,117.74,118.67,117.31,118.28,141204800,111.65
2010-10-15,118.28,118.35,116.76,117.70,243705000,111.11
2010-10-14,117.81,118.01,116.72,117.46,217764300,110.88
2010-10-13,117.66,118.55,117.38,117.92,194347200,111.31
2010-10-12,116.27,117.35,115.65,117.01,182210000,110.45
2010-10-11,116.72,116.97,116.25,116.65,103098300,110.11
2010-10-08,116.05,116.86,115.61,116.54,177760100,110.01
2010-10-07,116.50,116.53,115.19,115.89,164860000,109.40
2010-10-06,116.02,116.33,115.56,116.03,148626600,109.53
2010-10-05,114.80,116.32,114.67,116.04,229634100,109.54
2010-10-04,114.37,114.85,113.18,113.75,166153200,107.38
2010-10-01,114.99,115.12,113.93,114.61,174638700,108.19
2010-09-30,115.05,115.79,113.59,114.13,287106700,107.74
2010-09-29,114.38,114.91,114.02,114.47,179665800,108.06
2010-09-28,114.42,115.04,113.18,114.67,209207500,108.25
2010-09-27,114.86,114.99,114.16,114.27,128761800,107.87
2010-09-24,113.75,114.90,113.65,114.82,209671800,108.39
2010-09-23,112.49,113.67,112.18,112.50,202354300,106.20
2010-09-22,113.80,114.44,113.10,113.42,191322400,107.07
2010-09-21,114.30,114.84,113.51,113.98,268389100,107.59
2010-09-20,112.88,114.46,112.52,114.21,214555200,107.81
2010-09-17,113.04,113.15,112.18,112.49,195836900,106.19
2010-09-16,112.73,113.12,112.35,113.05,199962900,106.15
2010-09-15,112.32,113.21,111.98,113.08,168608400,106.18
2010-09-14,112.50,113.29,112.08,112.65,209823600,105.77
2010-09-13,112.58,112.95,112.13,112.72,178503500,105.84
2010-09-10,111.12,111.61,110.87,111.48,127819000,104.67
2010-09-09,111.65,111.68,110.62,110.92,147017900,104.15
2010-09-08,109.86,110.85,109.81,110.41,149924400,103.67
2010-09-07,110.37,110.51,109.55,109.64,141973700,102.95
2010-09-03,110.54,110.99,109.95,110.89,212197300,104.12
2010-09-02,108.72,109.49,108.49,109.47,156112200,102.79
2010-09-01,106.73,108.61,106.66,108.46,256828100,101.84
2010-08-31,104.92,105.98,104.49,105.31,273933100,98.88
2010-08-30,106.58,106.91,105.30,105.31,167238600,98.88
2010-08-27,105.89,106.97,104.31,106.86,272649000,100.34
2010-08-26,106.44,106.58,104.88,105.23,224439500,98.81
2010-08-25,104.95,106.34,104.29,105.94,272234800,99.47
2010-08-24,105.95,106.39,104.97,105.53,280677800,99.09
2010-08-23,108.04,108.57,107.07,107.12,163490300,100.58
2010-08-20,107.56,107.94,106.75,107.53,209714200,100.97
2010-08-19,109.22,109.49,107.43,107.88,265847600,101.29
2010-08-18,109.54,110.38,108.91,109.79,182922100,103.09
2010-08-17,109.19,110.39,108.88,109.59,172270300,102.90
2010-08-16,107.57,108.61,107.18,108.26,147895300,101.65
2010-08-13,108.29,108.96,108.18,108.31,158698500,101.70
2010-08-12,107.65,109.02,107.60,108.63,239542600,102.00
2010-08-11,110.65,110.69,109.12,109.30,273406900,102.63
2010-08-10,112.03,112.98,111.37,112.38,242916300,105.52
2010-08-09,112.92,113.18,112.32,112.99,120800400,106.09
2010-08-06,111.74,112.57,110.92,112.39,239728300,105.53
2010-08-05,112.25,112.91,112.08,112.85,140473800,105.96
2010-08-04,112.53,113.11,112.16,112.97,158171700,106.07
2010-08-03,112.48,112.77,111.85,112.22,146657300,105.37
2010-08-02,111.99,112.94,111.54,112.76,188263200,105.88
2010-07-30,109.17,110.86,108.98,110.27,220070600,103.54
2010-07-29,111.52,111.82,109.41,110.29,220149100,103.56
2010-07-28,111.32,111.66,110.46,110.83,163056200,104.06
2010-07-27,112.17,112.29,111.11,111.55,204855600,104.74
2010-07-26,110.60,111.67,110.29,111.56,184445700,104.75
2010-07-23,109.24,110.57,108.93,110.41,222020800,103.67
2010-07-22,108.34,109.94,108.33,109.46,274781300,102.78
2010-07-21,109.04,109.07,106.63,107.07,264527000,100.53
2010-07-20,105.87,108.56,105.82,108.48,258162400,101.86
2010-07-19,107.05,107.63,106.22,107.29,186709000,100.74
2010-07-16,109.09,109.21,106.45,106.66,282693400,100.15
2010-07-15,109.61,110.06,108.17,109.68,232337900,102.98
2010-07-14,109.31,110.08,108.86,109.65,184426800,102.96
2010-07-13,109.15,110.09,108.93,109.66,213025900,102.97
2010-07-12,107.60,108.24,107.15,108.03,131283600,101.43
2010-07-09,107.13,107.97,106.93,107.96,144999900,101.37
2010-07-08,107.00,107.28,105.91,107.16,210842100,100.62
2010-07-07,103.13,106.24,103.02,106.11,253769400,99.63
2010-07-06,103.64,104.37,101.88,102.87,256935300,96.59
2010-07-02,103.11,103.42,101.62,102.20,233385200,95.96
2010-07-01,103.15,103.49,101.13,102.76,382924800,96.49
2010-06-30,103.92,104.88,102.88,103.22,284101700,96.92
2010-06-29,106.02,107.51,103.55,104.21,373649500,97.85
2010-06-28,108.03,108.32,107.14,107.53,169218600,100.97
2010-06-25,107.74,108.42,106.77,107.87,238726500,101.28
2010-06-24,108.69,108.83,107.14,107.42,268523600,100.86
2010-06-23,109.64,110.03,108.48,109.23,254639900,102.56
2010-06-22,111.41,111.90,109.41,109.57,239355400,102.88
2010-06-21,113.12,113.20,110.79,111.41,213140700,104.61
2010-06-18,111.83,112.13,111.37,111.73,174006600,104.91
2010-06-17,112.28,112.33,111.05,112.14,263185800,104.80
2010-06-16,111.42,112.42,111.20,111.96,216374000,104.63
2010-06-15,110.28,112.10,110.09,112.00,238268700,104.66
2010-06-14,110.52,111.12,109.40,109.51,207196100,102.34
2010-06-11,108.19,109.75,108.12,109.68,214128200,102.50
2010-06-10,107.86,109.28,106.04,109.15,317890600,102.00
2010-06-09,107.24,108.28,105.60,106.05,268023300,99.10
2010-06-08,105.57,106.83,104.65,106.62,357774300,99.64
2010-06-07,107.20,107.61,105.41,105.49,264609100,98.58
2010-06-04,108.61,109.33,106.46,106.82,398475600,99.82
2010-06-03,110.65,111.06,109.58,110.71,226618300,103.46
2010-06-02,108.08,110.34,107.51,110.33,240243700,103.10
2010-06-01,108.35,109.95,107.37,107.53,277909400,100.49
2010-05-28,110.64,110.72,108.85,109.37,297933500,102.21
2010-05-27,109.19,110.80,108.78,110.76,300870500,103.51
2010-05-26,108.48,109.47,106.85,107.17,349719300,100.15
2010-05-25,105.11,107.87,104.38,107.82,396505200,100.76
2010-05-24,108.52,109.39,107.61,107.71,269823000,100.66
2010-05-21,105.91,109.38,105.36,109.11,500909400,101.96
2010-05-20,109.38,109.89,107.47,107.54,530418300,100.50
2010-05-19,111.77,112.77,110.36,111.76,394742700,104.44
2010-05-18,114.88,115.22,112.03,112.40,360556800,105.04
2010-05-17,114.20,114.52,111.77,113.95,325739800,106.49
2010-05-14,115.12,115.33,112.87,113.89,345601400,106.43
2010-05-13,117.13,117.68,115.89,115.99,234452500,108.39
2010-05-12,116.29,117.62,116.09,117.45,235607100,109.76
2010-05-11,115.07,117.36,114.91,115.83,317849800,108.24
2010-05-10,115.81,116.65,114.91,116.16,396159600,108.55
2010-05-07,112.64,113.77,109.41,111.26,637558800,103.97
2010-05-06,116.26,117.00,105.00,112.94,647356600,105.54
2010-05-05,116.56,117.80,115.97,116.82,328973200,109.17
2010-05-04,119.01,119.03,116.92,117.52,360353400,109.82
2010-05-03,119.38,120.68,119.20,120.35,182747900,112.47
2010-04-30,120.88,121.01,118.78,118.81,270000900,111.03
2010-04-29,120.10,121.11,120.07,120.86,193775000,112.94
2010-04-28,119.05,119.68,118.27,119.38,300674100,111.56
2010-04-27,120.65,121.34,118.25,118.48,355853300,110.72
2010-04-26,121.85,122.12,121.23,121.35,143457300,113.40
2010-04-23,120.94,121.86,120.63,121.81,177335500,113.83
2010-04-22,119.81,121.17,119.12,121.02,115360300,113.09
2010-04-21,120.95,121.23,119.99,120.66,192910100,112.76
2010-04-20,120.56,120.98,119.87,120.88,157708000,112.96
2010-04-19,119.01,119.93,118.47,119.81,217947800,111.96
2010-04-16,120.86,121.29,118.75,119.36,366786700,111.54
2010-04-15,120.99,121.57,120.95,121.29,144615300,113.35
2010-04-14,120.27,121.19,120.08,121.19,161609000,113.25
2010-04-13,119.62,120.04,119.00,119.83,125043600,111.98
2010-04-12,119.70,120.05,119.56,119.74,110279000,111.90
2010-04-09,119.02,119.60,118.80,119.55,133006500,111.72
2010-04-08,117.95,118.97,117.60,118.77,158704000,110.99
2010-04-07,118.80,119.36,117.81,118.36,184576300,110.61
2010-04-06,118.42,119.25,118.29,119.04,110384200,111.24
2010-04-05,118.25,118.84,117.92,118.76,105847600,110.98
2010-04-01,117.80,118.25,117.10,117.80,161215200,110.08
2010-03-31,116.95,117.52,116.61,117.00,161078700,109.34
2010-03-30,117.46,117.83,116.91,117.40,145772500,109.71
2010-03-29,117.17,117.53,116.69,117.32,134513500,109.64
2010-03-26,116.87,117.42,116.12,116.58,205808500,108.94
2010-03-25,117.63,118.17,116.51,116.65,223396300,109.01
2010-03-24,116.97,117.43,115.58,116.84,196072600,109.19
2010-03-23,116.76,117.51,116.38,117.41,182941600,109.72
2010-03-22,115.31,116.80,115.24,116.59,184477800,108.95
2010-03-19,116.96,117.29,115.52,115.97,226559800,108.37
2010-03-18,117.11,117.27,116.57,117.04,196509100,108.93
2010-03-17,116.76,117.48,116.42,117.10,177468100,108.98
2010-03-16,115.81,116.52,115.49,116.41,168673000,108.34
2010-03-15,115.26,115.57,114.60,115.49,146816800,107.48
2010-03-12,115.95,115.97,115.14,115.46,162074800,107.46
2010-03-11,114.70,115.48,114.35,115.45,160791100,107.45
2010-03-10,114.51,115.28,114.41,114.97,186088800,107.00
2010-03-09,113.93,114.99,113.87,114.46,154556700,106.52
2010-03-08,114.26,114.52,114.07,114.27,114631200,106.35
2010-03-05,113.37,114.34,113.10,114.25,176118800,106.33
2010-03-04,112.45,112.80,112.03,112.64,135770400,104.83
2010-03-03,112.49,112.97,112.02,112.30,150785000,104.51
2010-03-02,112.37,112.74,112.00,112.20,160992400,104.42
2010-03-01,111.20,112.00,111.17,111.89,147709700,104.13
2010-02-26,110.77,111.12,110.11,110.74,173589300,103.06
2010-02-25,109.24,110.75,108.94,110.67,259634700,103.00
2010-02-24,110.14,111.00,109.86,110.82,176350700,103.14
2010-02-23,110.86,111.20,109.52,109.81,207497000,102.20
2010-02-22,111.55,111.58,110.83,111.16,132346900,103.45
2010-02-19,110.62,111.57,110.36,111.14,222684900,103.43
2010-02-18,110.08,111.14,110.04,110.91,193708600,103.22
2010-02-17,110.27,110.41,109.74,110.26,168845100,102.62
2010-02-16,108.86,109.85,107.82,109.74,159317500,102.13
2010-02-12,106.99,108.10,106.51,108.04,304622100,100.55
2010-02-11,106.87,108.25,106.25,108.13,223591600,100.63
2010-02-10,107.05,107.60,106.11,107.01,240511500,99.59
2010-02-09,107.13,108.15,106.27,107.22,337820500,99.79
2010-02-08,106.74,107.33,105.81,105.89,224166900,98.55
2010-02-05,106.56,106.88,104.58,106.66,493585800,99.27
2010-02-04,108.98,109.03,106.42,106.44,356715700,99.06
2010-02-03,109.88,110.48,109.51,109.83,172730700,102.22
2010-02-02,109.26,110.59,108.88,110.38,216327900,102.73
2010-02-01,108.15,109.07,107.50,109.06,187865000,101.50
2010-01-29,109.04,109.80,107.22,107.39,310677600,99.94
2010-01-28,110.19,110.25,107.91,108.57,316104000,101.04
2010-01-27,109.17,110.08,108.33,109.83,271863600,102.22
2010-01-26,109.34,110.47,109.04,109.31,211168800,101.73
2010-01-25,110.21,110.41,109.41,109.77,186937500,102.16
2010-01-22,111.20,111.74,109.09,109.21,345942400,101.64
2010-01-21,113.92,114.27,111.56,111.70,344859600,103.96
2010-01-20,114.28,114.45,112.98,113.89,216490200,105.99
2010-01-19,113.62,115.13,113.59,115.06,139172700,107.08
2010-01-15,114.73,114.84,113.20,113.64,212283100,105.76
2010-01-14,114.49,115.14,114.42,114.93,115718800,106.96
2010-01-13,113.95,114.94,113.37,114.62,161822000,106.67
2010-01-12,113.97,114.21,113.22,113.66,163333500,105.78
2010-01-11,115.08,115.13,114.24,114.73,106375700,106.78
2010-01-08,113.89,114.62,113.66,114.57,126402800,106.63
2010-01-07,113.50,114.33,113.18,114.19,131091100,106.27
2010-01-06,113.52,113.99,113.43,113.71,116074400,105.83
2010-01-05,113.26,113.68,112.85,113.63,111579900,105.75
2010-01-04,112.37,113.39,111.51,113.33,118944600,105.47
2009-12-31,112.77,112.80,111.39,111.44,90637900,103.71
2009-12-30,112.23,112.65,112.17,112.52,73138400,104.72
2009-12-29,113.01,113.03,112.55,112.56,80572500,104.76
2009-12-28,112.90,112.99,112.32,112.72,87508500,104.91
2009-12-24,112.19,112.60,112.00,112.48,39677500,104.68
2009-12-23,112.00,112.11,111.50,111.95,111783100,104.19
2009-12-22,111.57,111.97,111.43,111.73,91707500,103.98
2009-12-21,110.76,111.70,110.76,111.33,118039600,103.61
